ts,visitor_uuid,visitor_source,visitor_device,visitor_useragent,visitor_ip,visitor_country,visitor_referrer,env_type,env_doc_id,event_type,subject_type,subject_doc_id,subject_page,cause_type,event_readtime,env_ranking,env_build,env_name,env_component,visitor_username,event_index,subject_infoboxid,subject_url,cause_position,cause_adid,env_adid,cause_embedid
1393631983,04daa9ed9dde73d3,external,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",6a3273d508a9de04,ES,64f729926497515c,reader,140224195414-e5a9acedd5eb6631bb6b39422fba6798,impression,doc,140224195414-e5a9acedd5eb6631bb6b39422fba6798,0.0,impression,,,,,,,,,,,,,
1393631983,04daa9ed9dde73d3,external,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",6a3273d508a9de04,ES,64f729926497515c,reader,140224195414-e5a9acedd5eb6631bb6b39422fba6798,impression,doc,140224195414-e5a9acedd5eb6631bb6b39422fba6798,1.0,page,,,,,,,,,,,,,
1393631983,ade7e1f63bc83c66,external,browser,Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16,b5af0ba608ab307c,BR,53c643c16e8253e7,reader,140222143932-91796b01f94327ee809bd759fd0f6c76,pagereadtime,doc,140222143932-91796b01f94327ee809bd759fd0f6c76,2.0,,1035.0,,,,,,,,,,,,
1393631983,ade7e1f63bc83c66,external,browser,Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16,b5af0ba608ab307c,BR,53c643c16e8253e7,reader,140222143932-91796b01f94327ee809bd759fd0f6c76,pagereadtime,doc,140222143932-91796b01f94327ee809bd759fd0f6c76,3.0,,1010.0,,,,,,,,,,,,
1393631983,232eeca785873d35,internal,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",fcf9c67037f993f0,MX,63765fcd2ff864fd,stream,,impression,doc,100713205147-2ee05a98f1794324952eea5ca678c026,1.0,,,10.0,1.7.118-b946,explore,editors_picks,,,,,,,,
1393631983,232eeca785873d35,internal,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",fcf9c67037f993f0,MX,63765fcd2ff864fd,stream,,impression,doc,140227072831-649625805917e1f042bdb1f645d588ff,1.0,,,12.0,1.7.118-b946,explore,solr_category,,,,,,,,
1393631983,232eeca785873d35,internal,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",fcf9c67037f993f0,MX,63765fcd2ff864fd,stream,,impression,doc,140101080405-6e5e88732ba9a4cb392c512322ec12b5,1.0,,,11.0,1.7.118-b946,explore,user_recommender,,,,,,,,
1393631983,232eeca785873d35,internal,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",fcf9c67037f993f0,MX,63765fcd2ff864fd,stream,,impression,doc,140129035743-7c00ce6256d9fd9f78ef6d1cac869d60,1.0,,,13.0,1.7.118-b946,explore,user_recommender,,,,,,,,
1393631983,232eeca785873d35,internal,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",fcf9c67037f993f0,MX,63765fcd2ff864fd,stream,,impression,doc,140128221921-4c304a111b9e0a3425f419563ad6e29a,1.0,,,15.0,1.7.118-b946,explore,user_recommender,,,,,,,,
1393631983,232eeca785873d35,internal,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",fcf9c67037f993f0,MX,63765fcd2ff864fd,stream,,impression,doc,140228142350-9f269f7cc77eed6045f5930e276d280d,1.0,,,14.0,1.7.118-b946,explore,solr_category,,,,,,,,
1393631983,f1396ebc2c1cb722,external,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",4836fcfbcbf72087,IT,64f729926497515c,reader,140107093723-c8ea2ac1d6ac55ba74c5c6243201b1ce,impression,doc,140107093723-c8ea2ac1d6ac55ba74c5c6243201b1ce,12.0,page,,,,,,,,,,,,,
1393631983,1d87b7c9c07dc8f8,external,browser,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),49d0b6e1a288a94b,JP,64f729926497515c,reader,130325130327-d5889c2cf2e642b6867cb9005e12297f,impression,doc,130325130327-d5889c2cf2e642b6867cb9005e12297f,0.0,impression,,,,,,,,,,,,,
1393631983,ad0ca47b9d0f882d,external,browser,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",39ad74f5c13c13bc,CR,64f729926497515c,reader,140211154215-0f1d8b14a65ebfbc5f0a9ec478d47119,pagereadtime,doc,140211154215-0f1d8b14a65ebfbc5f0a9ec478d47119,4.0,,2004.0,,,,,,,,,,,,
1393631983,ad0ca47b9d0f882d,external,browser,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",39ad74f5c13c13bc,CR,64f729926497515c,reader,140211154215-0f1d8b14a65ebfbc5f0a9ec478d47119,pagereadtime,doc,140211154215-0f1d8b14a65ebfbc5f0a9ec478d47119,5.0,,2005.0,,,,,,,,,,,,
1393631983,c08fc48b49f0e1be,external,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",f707e8c40cb3608a,BR,64f729926497515c,reader,140206010823-b14c9d966be950314215c17923a04af7,pagereadtime,doc,140206010823-b14c9d966be950314215c17923a04af7,108.0,,607.0,,,,,,,,,,,,
1393631983,c08fc48b49f0e1be,external,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",f707e8c40cb3608a,BR,64f729926497515c,reader,140206010823-b14c9d966be950314215c17923a04af7,pagereadtime,doc,140206010823-b14c9d966be950314215c17923a04af7,109.0,,602.0,,,,,,,,,,,,
1393631983,c08fc48b49f0e1be,external,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",f707e8c40cb3608a,BR,64f729926497515c,reader,140206010823-b14c9d966be950314215c17923a04af7,impression,doc,140206010823-b14c9d966be950314215c17923a04af7,110.0,page,,,,,,,,,,,,,
1393631983,c08fc48b49f0e1be,external,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",f707e8c40cb3608a,BR,64f729926497515c,reader,140206010823-b14c9d966be950314215c17923a04af7,pageread,doc,140206010823-b14c9d966be950314215c17923a04af7,110.0,,,,,,,,,,,,,,
1393631983,c08fc48b49f0e1be,external,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",f707e8c40cb3608a,BR,64f729926497515c,reader,140206010823-b14c9d966be950314215c17923a04af7,impression,doc,140206010823-b14c9d966be950314215c17923a04af7,111.0,page,,,,,,,,,,,,,
1393631983,c08fc48b49f0e1be,external,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",f707e8c40cb3608a,BR,64f729926497515c,reader,140206010823-b14c9d966be950314215c17923a04af7,pageread,doc,140206010823-b14c9d966be950314215c17923a04af7,111.0,,,,,,,,,,,,,,
1393631983,c08fc48b49f0e1be,external,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",f707e8c40cb3608a,BR,64f729926497515c,reader,140206010823-b14c9d966be950314215c17923a04af7,pagereadtime,doc,140206010823-b14c9d966be950314215c17923a04af7,110.0,,470.0,,,,,,,,,,,,
1393631983,c08fc48b49f0e1be,external,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",f707e8c40cb3608a,BR,64f729926497515c,reader,140206010823-b14c9d966be950314215c17923a04af7,pagereadtime,doc,140206010823-b14c9d966be950314215c17923a04af7,111.0,,460.0,,,,,,,,,,,,
1393631983,c08fc48b49f0e1be,external,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",f707e8c40cb3608a,BR,64f729926497515c,reader,140206010823-b14c9d966be950314215c17923a04af7,impression,doc,140206010823-b14c9d966be950314215c17923a04af7,112.0,page,,,,,,,,,,,,,
1393631983,c08fc48b49f0e1be,external,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",f707e8c40cb3608a,BR,64f729926497515c,reader,140206010823-b14c9d966be950314215c17923a04af7,pageread,doc,140206010823-b14c9d966be950314215c17923a04af7,112.0,,,,,,,,,,,,,,
1393631983,c08fc48b49f0e1be,external,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",f707e8c40cb3608a,BR,64f729926497515c,reader,140206010823-b14c9d966be950314215c17923a04af7,impression,doc,140206010823-b14c9d966be950314215c17923a04af7,113.0,page,,,,,,,,,,,,,
1393631983,c08fc48b49f0e1be,external,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",f707e8c40cb3608a,BR,64f729926497515c,reader,140206010823-b14c9d966be950314215c17923a04af7,pageread,doc,140206010823-b14c9d966be950314215c17923a04af7,113.0,,,,,,,,,,,,,,
1393631983,849bb060cb110347,external,browser,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_3 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/11B511 [FBAN/FBIOS;FBAV/6.8;FBBV/745892;FBDV/iPhone6,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/7.0.3;FBSS/2; FBCR/AT&T;FBID/phone;FBLC/en_US;FBOP/5]",54fcc23fb412f1c2,US,37ec79ecca63f1ad,reader,140228200319-2e42a83d7bcf9c386123877f640505f6,pagereadtime,doc,140228200319-2e42a83d7bcf9c386123877f640505f6,3.0,,486053.0,,,,,,,,,,,,
1393631983,982a1b10c34efa22,external,browser,Mozilla/5.0 (Windows NT 6.1; rv:27.0) Gecko/20100101 Firefox/27.0,902ff382f5f1532f,IT,64f729926497515c,reader,130722115624-7d5acdf3f4554d0d890fea074686400d,pagereadtime,doc,130722115624-7d5acdf3f4554d0d890fea074686400d,4.0,,1016.0,,,,,,,,,,,,
1393631983,982a1b10c34efa22,external,browser,Mozilla/5.0 (Windows NT 6.1; rv:27.0) Gecko/20100101 Firefox/27.0,902ff382f5f1532f,IT,64f729926497515c,reader,130722115624-7d5acdf3f4554d0d890fea074686400d,pagereadtime,doc,130722115624-7d5acdf3f4554d0d890fea074686400d,5.0,,1021.0,,,,,,,,,,,,
1393631983,02fd23bb327839ec,external,browser,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",1b6214d1a40b5316,MK,64f729926497515c,reader,140223165942-2f8f5368b8fe5223eb8a2c6db7f8d0d9,impression,doc,140223165942-2f8f5368b8fe5223eb8a2c6db7f8d0d9,1.0,page,,,,,,,,,,,,,
1393631983,52873ed85700e41f,external,browser,Mozilla/5.0 (Windows NT 6.2; rv:27.0) Gecko/20100101 Firefox/27.0,582b2906d6f9e055,MX,64f729926497515c,reader,140228202800-6ef39a241f35301a9a42cd0ed21e5fb0,pagereadtime,doc,140228202800-6ef39a241f35301a9a42cd0ed21e5fb0,2.0,,2000.0,,,,,,,,,,,,
1393631983,52873ed85700e41f,external,browser,Mozilla/5.0 (Windows NT 6.2; rv:27.0) Gecko/20100101 Firefox/27.0,582b2906d6f9e055,MX,64f729926497515c,reader,140228202800-6ef39a241f35301a9a42cd0ed21e5fb0,pagereadtime,doc,140228202800-6ef39a241f35301a9a42cd0ed21e5fb0,3.0,,2025.0,,,,,,,,,,,,
1393631983,a4fdca0bfa949b25,external,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",f14e04becfddb392,PE,64f729926497515c,reader,131108170128-a751118da2a8be01672dd9bdaab254aa,impression,doc,131108170128-a751118da2a8be01672dd9bdaab254aa,14.0,page,,,,,,,,,,,,,
1393631983,a4fdca0bfa949b25,external,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",f14e04becfddb392,PE,64f729926497515c,reader,131108170128-a751118da2a8be01672dd9bdaab254aa,impression,doc,131108170128-a751118da2a8be01672dd9bdaab254aa,15.0,page,,,,,,,,,,,,,
1393631983,b417fd6f88d6516d,external,browser,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",50d96098bb1d01d4,US,3d9ed570b52ccd0a,reader,120111003737-ff0d62c2f9e64064b73f058095e4f081,impression,doc,120111003737-ff0d62c2f9e64064b73f058095e4f081,20.0,page,,,,,,,,,,,,,
1393631983,b417fd6f88d6516d,external,browser,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",50d96098bb1d01d4,US,3d9ed570b52ccd0a,reader,120111003737-ff0d62c2f9e64064b73f058095e4f081,impression,doc,120111003737-ff0d62c2f9e64064b73f058095e4f081,21.0,page,,,,,,,,,,,,,
1393631983,7da70d5000e7ba6c,external,browser,Mozilla/5.0 (Windows NT 5.1; rv:7.0) Gecko/20100101 Firefox/7.0,e3c41ac36f99846b,RO,3d9ed570b52ccd0a,reader,100608165922-d5c05908b7044d97a13a952e808ccba7,impression,doc,100608165922-d5c05908b7044d97a13a952e808ccba7,8.0,page,,,,,,,,,,,,,
1393631983,7da70d5000e7ba6c,external,browser,Mozilla/5.0 (Windows NT 5.1; rv:7.0) Gecko/20100101 Firefox/7.0,e3c41ac36f99846b,RO,3d9ed570b52ccd0a,reader,100608165922-d5c05908b7044d97a13a952e808ccba7,impression,doc,100608165922-d5c05908b7044d97a13a952e808ccba7,9.0,page,,,,,,,,,,,,,
1393631983,1e48dec18eef466d,external,browser,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10",2a75744cb5a6e78a,US,5c86bd974b3df4ea,reader,101222231929-89f477d342c8441fbc4921422568dd0a,impression,doc,101222231929-89f477d342c8441fbc4921422568dd0a,200.0,page,,,,,,,,,,,,,
1393631983,1e48dec18eef466d,external,browser,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10",2a75744cb5a6e78a,US,5c86bd974b3df4ea,reader,101222231929-89f477d342c8441fbc4921422568dd0a,impression,doc,101222231929-89f477d342c8441fbc4921422568dd0a,201.0,page,,,,,,,,,,,,,
1393631983,0826ad759b5d254e,external,browser,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,6230b1e5f1c49d7d,GB,64f729926497515c,reader,110322220408-aadc46d7849e4c38bd0392de0e4a7605,pagereadtime,doc,110322220408-aadc46d7849e4c38bd0392de0e4a7605,16.0,,1026.0,,,,,,,,,,,,
1393631983,0826ad759b5d254e,external,browser,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,6230b1e5f1c49d7d,GB,64f729926497515c,reader,110322220408-aadc46d7849e4c38bd0392de0e4a7605,pagereadtime,doc,110322220408-aadc46d7849e4c38bd0392de0e4a7605,17.0,,1011.0,,,,,,,,,,,,
1393631983,0826ad759b5d254e,external,browser,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,6230b1e5f1c49d7d,GB,64f729926497515c,reader,110322220408-aadc46d7849e4c38bd0392de0e4a7605,pagereadtime,doc,110322220408-aadc46d7849e4c38bd0392de0e4a7605,16.0,,215.0,,,,,,,,,,,,
1393631983,0826ad759b5d254e,external,browser,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,6230b1e5f1c49d7d,GB,64f729926497515c,reader,110322220408-aadc46d7849e4c38bd0392de0e4a7605,pagereadtime,doc,110322220408-aadc46d7849e4c38bd0392de0e4a7605,17.0,,215.0,,,,,,,,,,,,
1393631983,0826ad759b5d254e,external,browser,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,6230b1e5f1c49d7d,GB,64f729926497515c,reader,110322220408-aadc46d7849e4c38bd0392de0e4a7605,impression,doc,110322220408-aadc46d7849e4c38bd0392de0e4a7605,18.0,page,,,,,,,,,,,,,
1393631983,0826ad759b5d254e,external,browser,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,6230b1e5f1c49d7d,GB,64f729926497515c,reader,110322220408-aadc46d7849e4c38bd0392de0e4a7605,pageread,doc,110322220408-aadc46d7849e4c38bd0392de0e4a7605,18.0,,,,,,,,,,,,,,
1393631983,0826ad759b5d254e,external,browser,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,6230b1e5f1c49d7d,GB,64f729926497515c,reader,110322220408-aadc46d7849e4c38bd0392de0e4a7605,impression,doc,110322220408-aadc46d7849e4c38bd0392de0e4a7605,19.0,page,,,,,,,,,,,,,
1393631983,0826ad759b5d254e,external,browser,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,6230b1e5f1c49d7d,GB,64f729926497515c,reader,110322220408-aadc46d7849e4c38bd0392de0e4a7605,pageread,doc,110322220408-aadc46d7849e4c38bd0392de0e4a7605,19.0,,,,,,,,,,,,,,
1393631983,cabd88350fb6590f,internal,browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36",e1ffbb0019da28dc,CN,8231d8c4150ffca1,stream,,impression,doc,130426101053-7827ae8233c844f880e0305177cdfa61,1.0,,,8.0,1.7.118-b946,search,solr_search_publications,,,,,,,,
1393631983,d8fb48e104579a6d,external,browser,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",9405df04da78cecf,US,64f729926497515c,reader,131127172259-125c42d114eb8458b3f19c348823a625,impression,doc,131127172259-125c42d114eb8458b3f19c348823a625,6.0,page,,,,,,,,,,,,,
1393631983,d8fb48e104579a6d,external,browser,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",9405df04da78cecf,US,64f729926497515c,reader,131127172259-125c42d114eb8458b3f19c348823a625,impression,doc,131127172259-125c42d114eb8458b3f19c348823a625,7.0,page,,,,,,,,,,,,,
1393631983,f62e51cf21153359,external,browser,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,6cca2791da57f87b,CA,64f729926497515c,reader,130621202640-754a9683afea4bb8ace329763d4a92a9,pagereadtime,doc,130621202640-754a9683afea4bb8ace329763d4a92a9,12.0,,1521.0,,,,,,,,,,,,
1393631983,f62e51cf21153359,external,browser,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,6cca2791da57f87b,CA,64f729926497515c,reader,130621202640-754a9683afea4bb8ace329763d4a92a9,pagereadtime,doc,130621202640-754a9683afea4bb8ace329763d4a92a9,13.0,,1505.0,,,,,,,,,,,,
1393631983,9b498684e69bdde3,internal,browser,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",61cff0b5d34ec88b,US,64f729926497515c,reader,111114003638-5c1524d5306e4feb901639193560d2e7,impression,doc,111114003638-5c1524d5306e4feb901639193560d2e7,4.0,page,,,,,,d969f232a69bdc43,,,,,,,
1393631983,9b498684e69bdde3,internal,browser,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",61cff0b5d34ec88b,US,64f729926497515c,reader,111114003638-5c1524d5306e4feb901639193560d2e7,pageread,doc,111114003638-5c1524d5306e4feb901639193560d2e7,4.0,,,,,,,d969f232a69bdc43,,,,,,,
1393631983,6e55249f158c733f,external,browser,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),7e8d0214dbc1097e,RU,64f729926497515c,reader,120423113954-db9fae68b608474f9fef4ec8797c7f01,impression,doc,120423113954-db9fae68b608474f9fef4ec8797c7f01,12.0,page,,,,,,,,,,,,,
1393631983,6e55249f158c733f,external,browser,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),7e8d0214dbc1097e,RU,64f729926497515c,reader,120423113954-db9fae68b608474f9fef4ec8797c7f01,impression,doc,120423113954-db9fae68b608474f9fef4ec8797c7f01,13.0,page,,,,,,,,,,,,,
1393631983,4f9e21d836e90dcf,external,browser,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",da2fa819e5336514,IS,64f729926497515c,reader,130416135921-659f9c05a9ea4ffc93739ffd8a04908b,impression,doc,130416135921-659f9c05a9ea4ffc93739ffd8a04908b,26.0,page,,,,,,,,,,,,,
1393631983,4f9e21d836e90dcf,external,browser,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",da2fa819e5336514,IS,64f729926497515c,reader,130416135921-659f9c05a9ea4ffc93739ffd8a04908b,impression,doc,130416135921-659f9c05a9ea4ffc93739ffd8a04908b,27.0,page,,,,,,,,,,,,,
1393631983,79fdd37265f935ab,external,browser,"Mozilla/5.0 (Linux; U; Android 4.0.4; en-us; ADR6400L 4G Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",b4790ecf72a2ea22,US,20bd2f00ff1ed250,reader,140228170447-b29252d9c1e464cbf83019dcaec91e30,pagereadtime,doc,140228170447-b29252d9c1e464cbf83019dcaec91e30,6.0,,2337.0,,,,,,,,,,,,
1393631983,a2329ee6dbffe896,external,browser,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; BTRS100158; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),22c4cb600e2eda24,MA,64f729926497515c,reader,140103105022-d0c7d706a1df5106cf88686fb67092ed,pagereadtime,doc,140103105022-d0c7d706a1df5106cf88686fb67092ed,90.0,,1536.0,,,,,,,,,,,,
1393631983,a2329ee6dbffe896,external,browser,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; BTRS100158; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),22c4cb600e2eda24,MA,64f729926497515c,reader,140103105022-d0c7d706a1df5106cf88686fb67092ed,pagereadtime,doc,140103105022-d0c7d706a1df5106cf88686fb67092ed,91.0,,1412.0,,,,,,,,,,,,
1393631983,a2329ee6dbffe896,external,browser,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; BTRS100158; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),22c4cb600e2eda24,MA,64f729926497515c,reader,140103105022-d0c7d706a1df5106cf88686fb67092ed,impression,doc,140103105022-d0c7d706a1df5106cf88686fb67092ed,88.0,page,,,,,,,,,,,,,
1393631983,a2329ee6dbffe896,external,browser,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; BTRS100158; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),22c4cb600e2eda24,MA,64f729926497515c,reader,140103105022-d0c7d706a1df5106cf88686fb67092ed,pageread,doc,140103105022-d0c7d706a1df5106cf88686fb67092ed,88.0,,,,,,,,,,,,,,
1393631983,a2329ee6dbffe896,external,browser,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; BTRS100158; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),22c4cb600e2eda24,MA,64f729926497515c,reader,140103105022-d0c7d706a1df5106cf88686fb67092ed,impression,doc,140103105022-d0c7d706a1df5106cf88686fb67092ed,89.0,page,,,,,,,,,,,,,
1393631983,a2329ee6dbffe896,external,browser,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; BTRS100158; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),22c4cb600e2eda24,MA,64f729926497515c,reader,140103105022-d0c7d706a1df5106cf88686fb67092ed,pageread,doc,140103105022-d0c7d706a1df5106cf88686fb67092ed,89.0,,,,,,,,,,,,,,
1393631983,90082f4c96fa8e8c,external,browser,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",4d14ff1933ea0c65,GB,64f729926497515c,reader,130906093612-00000000e976612072abfdd0e95e7cb1,pagereadtime,doc,130906093612-00000000e976612072abfdd0e95e7cb1,10.0,,772.0,,,,,,,,,,,,
1393631983,90082f4c96fa8e8c,external,browser,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",4d14ff1933ea0c65,GB,64f729926497515c,reader,130906093612-00000000e976612072abfdd0e95e7cb1,pagereadtime,doc,130906093612-00000000e976612072abfdd0e95e7cb1,11.0,,730.0,,,,,,,,,,,,
1393631983,90082f4c96fa8e8c,external,browser,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",4d14ff1933ea0c65,GB,64f729926497515c,reader,130906093612-00000000e976612072abfdd0e95e7cb1,impression,doc,130906093612-00000000e976612072abfdd0e95e7cb1,12.0,page,,,,,,,,,,,,,
