time_completed,M,Z,batch_size,test_set_size,detector_type,activation,gen_hidden_dim,discim_hidden_dim,avg_validation_loss,avg_test_loss,avg_num_bits_changed,auc,orig_mal_detect_rate,mod_mal_detect_rate,ben_mal_detect_rate
2023-11-22 16:18:19.354772,128,10,32,361,RandomForest 200 Epochs,LeakyReLU,"[256, 256]","[256, 256]",-2.203477621078491,-2.197942018508911,24.615,0.87366800,0.97435898,0.49450549,0.12500000
