time_completed,M,Z,batch_size,test_set_size,detector_type,activation,gen_hidden_dim,discim_hidden_dim,avg_validation_loss,avg_test_loss,avg_num_bits_changed,auc,orig_mal_detect_rate,mod_mal_detect_rate,ben_mal_detect_rate
2023-11-22 16:44:55.373035,128,10,32,361,RandomForest 50 Epochs,LeakyReLU,"[256, 256]","[256, 256]",-1.051628947257996,-1.064728736877441,22.663,0.91362804,0.98168498,0.60073260,0.09090909
